Date,Name,Year,Letterboxd URI
2024-03-31,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/kSz4
2024-03-31,Once Upon a Time... in Hollywood,2019,https://boxd.it/gH0O
2024-03-31,Prisoners,2013,https://boxd.it/4E5i
2024-03-31,Se7en,1995,https://boxd.it/29zs
2024-03-31,Casino,1995,https://boxd.it/2ads
2024-03-31,City of God,2002,https://boxd.it/2a2a
2024-03-31,Harakiri,1962,https://boxd.it/1NTU
2024-03-31,Come and See,1985,https://boxd.it/1w9q
2024-03-31,No Country for Old Men,2007,https://boxd.it/21ew
2024-03-31,Coco,2017,https://boxd.it/bYJQ
2024-03-31,Parasite,2019,https://boxd.it/hTha
2024-03-31,Pulp Fiction,1994,https://boxd.it/29Pq
2024-03-31,Donnie Darko,2001,https://boxd.it/2b2A
2024-03-31,Fantastic Mr. Fox,2009,https://boxd.it/1WyQ
2024-03-31,Isle of Dogs,2018,https://boxd.it/dZrW
2024-03-31,The Wonderful Story of Henry Sugar,2023,https://boxd.it/yNyo
2024-03-31,Reservoir Dogs,1992,https://boxd.it/2agc
2024-03-31,Requiem for a Dream,2000,https://boxd.it/29VI
2024-03-31,Five Nights at Freddy's,2023,https://boxd.it/ikHu
2024-03-31,Perfect Blue,1997,https://boxd.it/1W7A
2024-03-31,Sound of Metal,2019,https://boxd.it/i7Q4
2024-03-31,Knives Out,2019,https://boxd.it/jWEA
2024-03-31,Glass Onion,2022,https://boxd.it/oCkK
2024-03-31,Saving Private Ryan,1998,https://boxd.it/29ro
2024-03-31,Moonrise Kingdom,2012,https://boxd.it/2Wng
2024-03-31,Napoleon,2023,https://boxd.it/shJM
2024-03-31,Society of the Snow,2023,https://boxd.it/y9aw
2024-03-31,Spirited Away,2001,https://boxd.it/2b4m
2024-03-31,Poor Things,2023,https://boxd.it/tNWU
2024-03-31,Princess Mononoke,1997,https://boxd.it/2b4w
2024-03-31,My Neighbor Totoro,1988,https://boxd.it/20eA
2024-04-26,Porco Rosso,1992,https://boxd.it/1Tp2
2024-04-27,Howl's Moving Castle,2004,https://boxd.it/23De
2024-04-28,Kiki's Delivery Service,1989,https://boxd.it/1JAY
2024-04-29,Whisper of the Heart,1995,https://boxd.it/17uy
2024-04-30,Nausicaä of the Valley of the Wind,1984,https://boxd.it/2bc6
2024-05-02,The Wind Rises,2013,https://boxd.it/4JQS
2024-05-04,Castle in the Sky,1986,https://boxd.it/1W4G
2024-05-05,Heat,1995,https://boxd.it/2bg8
2024-05-08,Ponyo,2008,https://boxd.it/1S0A
2024-05-11,The Secret World of Arrietty,2010,https://boxd.it/AF4
2024-05-14,When Marnie Was There,2014,https://boxd.it/78pm
2024-05-16,Mortadelo & Filemon: Mission Implausible,2014,https://boxd.it/6ISW
2024-05-17,The Tale of The Princess Kaguya,2013,https://boxd.it/4JQI
2024-05-19,Grave of the Fireflies,1988,https://boxd.it/1RUM
2024-05-22,The Cat Returns,2002,https://boxd.it/1Mne
2024-05-23,From Up on Poppy Hill,2011,https://boxd.it/2VCa
2024-05-23,Poison,2023,https://boxd.it/Is7Q
2024-05-26,Only Yesterday,1991,https://boxd.it/1MR4
2024-05-27,Good Will Hunting,1997,https://boxd.it/2ahY
2024-05-28,Ocean Waves,1993,https://boxd.it/1CtQ
2024-05-28,Suzume,2022,https://boxd.it/yv7Y
2024-05-29,Your Name.,2016,https://boxd.it/cUqs
2024-06-04,Memories of Murder,2003,https://boxd.it/1TSo
2024-06-06,Get Out,2017,https://boxd.it/eOCm
2024-06-07,Midsommar,2019,https://boxd.it/jhxe
2024-06-10,Wolf Children,2012,https://boxd.it/3Ipk
2024-06-10,The Lighthouse,2019,https://boxd.it/icFU
2024-06-12,Bohemian Rhapsody,2018,https://boxd.it/f1TK
2024-06-12,Weathering with You,2019,https://boxd.it/kPxE
2024-06-14,The Red Turtle,2016,https://boxd.it/bdkE
2024-06-15,Tales from Earthsea,2006,https://boxd.it/17ae
2024-06-18,The Hateful Eight,2015,https://boxd.it/8gw8
2024-06-24,Earwig and the Witch,2020,https://boxd.it/pu34
2024-06-24,Gone Girl,2014,https://boxd.it/6hQu
2024-06-25,Pom Poko,1994,https://boxd.it/1Mvi
2024-06-26,Athena,2022,https://boxd.it/waii
2024-06-27,Nobody,2021,https://boxd.it/mLqS
2024-06-30,Belle,2021,https://boxd.it/tbEe
2024-07-01,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,https://boxd.it/jLP8
2024-07-04,Schindler's List,1993,https://boxd.it/2aq2
2024-07-06,Arrival,2016,https://boxd.it/aNGk
2024-07-07,Coraline,2009,https://boxd.it/1NhQ
2024-07-07,Little Women,2019,https://boxd.it/aSVk
2024-07-12,Asteroid City,2023,https://boxd.it/s3ds
2024-07-14,My Neighbors the Yamadas,1999,https://boxd.it/1KC2
2024-07-16,The Boy and the Heron,2023,https://boxd.it/ipeM
2024-07-18,Rocky,1976,https://boxd.it/28Uk
2024-07-18,Her,2013,https://boxd.it/4O24
2024-07-25,The Silence of the Lambs,1991,https://boxd.it/2aHW
2024-07-26,The World is Ours,2012,https://boxd.it/3R3i
2024-07-28,12 Angry Men,1997,https://boxd.it/1Sg4
2024-08-09,Call Me by Your Name,2017,https://boxd.it/dYmm
2024-08-13,Mary and The Witch's Flower,2017,https://boxd.it/ffTY
2024-08-14,Men in Black,1997,https://boxd.it/2a0I
2024-08-14,Forrest Gump,1994,https://boxd.it/728
2024-08-17,The Godfather,1972,https://boxd.it/2aNK
2024-08-18,The Game,1997,https://boxd.it/26vC
2024-08-19,El Camino: A Breaking Bad Movie,2019,https://boxd.it/kv0q
2024-08-21,Neon Genesis Evangelion,1995,https://boxd.it/ptEI
2024-08-21,Neon Genesis Evangelion: The End of Evangelion,1997,https://boxd.it/1GRM
2024-08-23,Evangelion: 1.0 You Are (Not) Alone,2007,https://boxd.it/1MKi
2024-08-23,Evangelion: 2.0 You Can (Not) Advance,2009,https://boxd.it/1zYm
2024-08-27,Evangelion: 3.0 You Can (Not) Redo,2012,https://boxd.it/2BwG
2024-08-27,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,https://boxd.it/8LnQ
2024-08-28,Platoon,1986,https://boxd.it/29BS
2024-08-30,The Hangover,2009,https://boxd.it/1GjK
2024-09-01,About Time,2013,https://boxd.it/43bI
2024-09-02,Paths of Glory,1957,https://boxd.it/29b6
2024-09-08,The Holy Innocents,1984,https://boxd.it/2CbE
2024-09-14,The Talented Mr. Ripley,1999,https://boxd.it/2924
2024-09-22,Cyberpunk: Edgerunners,2022,https://boxd.it/COP4
2024-09-22,(500) Days of Summer,2009,https://boxd.it/1EmM
2024-09-23,Paprika,2006,https://boxd.it/23wW
2024-09-28,Lady Bird,2017,https://boxd.it/dGNE
2024-10-08,Black Swan,2010,https://boxd.it/Sw0
2024-10-20,Ford v Ferrari,2019,https://boxd.it/ce74
2024-10-23,The Social Network,2010,https://boxd.it/17ue
2024-10-24,The Usual Suspects,1995,https://boxd.it/29XE
2024-10-27,Exodus,1960,https://boxd.it/27O6
2024-11-03,Fire of Love,2022,https://boxd.it/yoPY
2024-11-03,Us and Them,2018,https://boxd.it/ip3a
2024-11-09,Look Back,2024,https://boxd.it/LjA6
2024-11-10,Birdman or (The Unexpected Virtue of Ignorance),2014,https://boxd.it/5RFA
2024-11-12,Catch Me If You Can,2002,https://boxd.it/29VS
2024-11-28,A Silent Voice: The Movie,2016,https://boxd.it/d99c
2024-12-19,I Want to Eat Your Pancreas,2018,https://boxd.it/ie6C
2024-12-22,Cowboy Bebop,1998,https://boxd.it/ptES
2024-12-23,The Girl Who Leapt Through Time,2006,https://boxd.it/1OPa
2024-12-26,Gladiator II,2024,https://boxd.it/kqQQ
2024-12-27,Cowboy Bebop: The Movie,2001,https://boxd.it/1Uc4
2024-12-28,The Fugitive,1993,https://boxd.it/230G
2024-12-28,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/6YK
2024-12-30,Summer Wars,2009,https://boxd.it/1oDC
2024-12-31,RRR,2022,https://boxd.it/ljDs
2025-01-04,Liz and the Blue Bird,2018,https://boxd.it/hksW
2025-01-04,The Truman Show,1998,https://boxd.it/18U8
2025-01-07,Saltburn,2023,https://boxd.it/z4eg
2025-01-21,End of Watch,2012,https://boxd.it/2F5O
2025-01-22,Zoolander,2001,https://boxd.it/1YMA
2025-01-26,Incendies,2010,https://boxd.it/Msm
2025-01-28,Phone Booth,2002,https://boxd.it/285G
2025-02-01,Serial Experiments Lain,1998,https://boxd.it/hYQE
2025-02-03,I Saw the TV Glow,2024,https://boxd.it/woVe
2025-02-03,Cria!,1976,https://boxd.it/AoC
2025-02-04,Dune,2021,https://boxd.it/fA7G
2025-02-17,Die Hard,1988,https://boxd.it/2a7u
2025-02-22,Scott Pilgrim vs. the World,2010,https://boxd.it/1Aq6
2025-02-23,Tokyo Godfathers,2003,https://boxd.it/1Qg2
2025-02-24,The Departed,2006,https://boxd.it/28MA
2025-03-08,Fury,2014,https://boxd.it/6JwC
2025-03-10,One Cut of the Dead,2017,https://boxd.it/iAFu
2025-03-15,The Machinist,2004,https://boxd.it/248c
2025-03-23,"Crazy, Stupid, Love.",2011,https://boxd.it/D9A
2025-03-24,Beautiful Boy,2018,https://boxd.it/g76Q
2025-03-30,Drive My Car,2021,https://boxd.it/sv94
2025-04-06,The Crow,1994,https://boxd.it/1Yxq
2025-04-17,JoJo's Bizarre Adventure: Stone Ocean,2021,https://boxd.it/R18q
2025-04-17,JoJo's Bizarre Adventure: Phantom Blood,2012,https://boxd.it/R17i
2025-04-17,JoJo’s Bizarre Adventure: Battle Tendency,2012,https://boxd.it/R17W
2025-04-17,JoJo's Bizarre Adventure: Stardust Crusaders,2014,https://boxd.it/R17s
2025-04-17,JoJo's Bizarre Adventure: Diamond is Unbreakable,2016,https://boxd.it/R186
2025-04-17,JoJo's Bizarre Adventure: Golden Wind,2018,https://boxd.it/R18g
2025-04-23,Sonny Boy,2021,https://boxd.it/vYTQ
2025-04-27,Criando ratas,2016,https://boxd.it/fplM
2025-04-29,"Good Morning, Vietnam",1987,https://boxd.it/29Aq
2025-05-06,Little Miss Sunshine,2006,https://boxd.it/29EW
2025-05-13,The Virgin Suicides,1999,https://boxd.it/28JG
2025-05-14,Chungking Express,1994,https://boxd.it/1UDa
2025-05-15,Lord of War,2005,https://boxd.it/284y
2025-05-19,The Colors Within,2024,https://boxd.it/DYEC
2025-05-25,Kingdom of Heaven,2005,https://boxd.it/28Gs
2025-05-26,Inside Man,2006,https://boxd.it/2auS
2025-05-27,Punk Love,2006,https://boxd.it/2X5M
2025-05-31,Fallen Angels,1995,https://boxd.it/1UkW
2025-06-01,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ
2025-06-03,Malcolm X,1992,https://boxd.it/27WE
2025-06-10,Manchester by the Sea,2016,https://boxd.it/b2L0
2025-06-11,The Zone of Interest,2023,https://boxd.it/gJsA
2025-06-12,Mulholland Drive,2001,https://boxd.it/297o
2025-06-14,The Man from Earth,2007,https://boxd.it/1Ql2
2025-06-16,There Will Be Blood,2007,https://boxd.it/20Z2
2025-06-16,Millennium Actress,2001,https://boxd.it/1fK0
2025-06-20,Project X,2012,https://boxd.it/neO
2025-06-23,Elephant,2003,https://boxd.it/287i
2025-06-25,The Devil's Advocate,1997,https://boxd.it/286k
2025-07-18,Snatch,2000,https://boxd.it/2b7U
2025-07-18,El Bola,2000,https://boxd.it/1flY
2025-07-22,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8
2025-07-25,The Pursuit of Happyness,2006,https://boxd.it/28PE
2025-08-03,Escape Plan,2013,https://boxd.it/3DX2
2025-08-05,Takopi's Original Sin,2025,https://boxd.it/Wduo
2025-08-11,All About Lily Chou-Chou,2001,https://boxd.it/1JP0
2025-08-14,Warfare,2025,https://boxd.it/LbRo
2025-08-18,Thief,1981,https://boxd.it/1TEc
2025-08-20,Raging Bull,1980,https://boxd.it/28yI
2025-08-22,Falling Down,1993,https://boxd.it/194M
2025-08-29,Dead Poets Society,1989,https://boxd.it/2aSg
2025-09-02,Eyes Wide Shut,1999,https://boxd.it/2axs
2025-09-14,Trainspotting,1996,https://boxd.it/29XY
2025-09-15,Stand by Me,1986,https://boxd.it/2aOe
2025-09-18,Green Book,2018,https://boxd.it/hErk
2025-09-19,Watching the Detectives,2007,https://boxd.it/1B3i
2025-09-21,T2 Trainspotting,2017,https://boxd.it/5vTA
2025-09-23,Thesis,1996,https://boxd.it/1Z1U
2025-09-25,Pride & Prejudice,2005,https://boxd.it/24u8
2025-09-27,Ocean's Eleven,2001,https://boxd.it/2aZm
2025-09-28,BlacKkKlansman,2018,https://boxd.it/hxL8
2025-09-29,10 Things I Hate About You,1999,https://boxd.it/23AO
2025-10-02,Akira,1988,https://boxd.it/2b1i
2025-10-10,Before Sunrise,1995,https://boxd.it/2bcU
2025-10-14,The Big Short,2015,https://boxd.it/ajZw
2025-10-19,Cure,1997,https://boxd.it/1blA
2025-10-20,Everything Everywhere All at Once,2022,https://boxd.it/jUk4
2025-10-21,"Night Is Short, Walk On Girl",2017,https://boxd.it/ffwA
2025-10-25,The Texas Chain Saw Massacre,1974,https://boxd.it/1lcS
2025-10-27,Okja,2017,https://boxd.it/dvXe
2025-11-02,Kill Bill: Vol. 1,2003,https://boxd.it/70w
2025-11-03,Kill Bill: Vol. 2,2004,https://boxd.it/2au4
2025-11-06,How to Make Millions Before Grandma Dies,2024,https://boxd.it/FLa4
2025-11-13,Jaws,1975,https://boxd.it/2a5e
2025-11-15,Frankenstein,2025,https://boxd.it/Ecsg
2025-11-16,The Godfather Part II,1974,https://boxd.it/2aNq
2025-11-19,The Darjeeling Limited,2007,https://boxd.it/24as
2025-11-20,Volver,2006,https://boxd.it/2aQO
2025-11-24,Shaun of the Dead,2004,https://boxd.it/29J8
2025-11-28,Lessons of Darkness,1992,https://boxd.it/x7I
2025-12-03,The Lost Chapter: Yuki's Revenge,2025,https://boxd.it/ZbLe
2025-12-07,Mystic River,2003,https://boxd.it/2aAG
2025-12-11,The Prestige,2006,https://boxd.it/293w
2025-12-12,Blood Diamond,2006,https://boxd.it/28Tm
2025-12-16,Women on the Verge of a Nervous Breakdown,1988,https://boxd.it/24GI
2025-12-18,Wake Up Dead Man,2025,https://boxd.it/uAKS
2025-12-22,Torrente: The Dumb Arm of the Law,1998,https://boxd.it/28Wg
2026-01-04,Rushmore,1998,https://boxd.it/1TAO
2026-01-16,The Endless Trench,2019,https://boxd.it/jO0M
2026-01-18,Chainsaw Man,2022,https://boxd.it/J6t8
2026-01-19,Chainsaw Man – The Movie: Reze Arc,2025,https://boxd.it/Kgyu
2026-01-22,The Tatami Galaxy,2010,https://boxd.it/oL50
2026-01-23,The Great Gatsby,2013,https://boxd.it/JY
2026-01-24,The Whale,2022,https://boxd.it/tw4c
2026-01-29,Tatsuki Fujimoto 17-26,2025,https://boxd.it/YcZ0
2026-02-04,100 METERS,2025,https://boxd.it/NpbA
2026-02-05,Another Round,2020,https://boxd.it/lkba
2026-02-06,Torrente 2: Mission in Marbella,2001,https://boxd.it/28W6
2026-02-09,The Royal Tenenbaums,2001,https://boxd.it/1YHU
2026-02-14,The First Slam Dunk,2022,https://boxd.it/tt94
2026-02-23,Normal People,2020,https://boxd.it/q2VY
2026-02-25,Torrente 3: The Protector,2005,https://boxd.it/28VW
2026-02-26,Past Lives,2023,https://boxd.it/oNB8
2026-02-28,Hamnet,2025,https://boxd.it/woVy
2026-03-04,Demolition,2015,https://boxd.it/9GuY
2026-03-05,The Hunt,2012,https://boxd.it/3wEC
2026-03-06,Hacksaw Ridge,2016,https://boxd.it/azew
2026-03-09,EVANGELION 30th Anniversary Special Screening,2026,https://boxd.it/ZDrm
2026-03-10,No Other Choice,2025,https://boxd.it/nKiA
2026-03-13,Mind Game,2004,https://boxd.it/1Bv2
2026-03-15,Torrente 4: Lethal crisis,2011,https://boxd.it/iPg
2026-03-18,Aftersun,2022,https://boxd.it/Arw0
2026-03-19,Mirai,2018,https://boxd.it/h2Hu
2026-03-20,Superman,2025,https://boxd.it/E9IU
2026-03-22,Brokeback Mountain,2005,https://boxd.it/2b2q
2026-03-24,Torrente 5: Operation Eurovegas,2014,https://boxd.it/7uSK
2026-03-28,Torrente for President,2026,https://boxd.it/KduE
2026-03-29,F1,2025,https://boxd.it/yjVM
2026-04-01,Back to the Future,1985,https://boxd.it/2b8e
2026-04-02,FLCL,2000,https://boxd.it/bWtG
2026-04-06,Perfect Days,2023,https://boxd.it/ATh8
2026-04-07,Y Tu Mamá También,2001,https://boxd.it/28QM
2026-04-09,The Day of the Beast,1995,https://boxd.it/1Vyg
2026-04-13,Fargo,1996,https://boxd.it/2aHM
2026-04-20,Forget Me Not,2015,https://boxd.it/b0Uk
2026-04-21,Fear and Loathing in Las Vegas,1998,https://boxd.it/27Xs
2026-04-23,Puparia,2020,https://boxd.it/sNym
2026-04-24,ERASED,2016,https://boxd.it/px1A
2026-04-25,Project Hail Mary,2026,https://boxd.it/pEeQ
2026-04-26,One Battle After Another,2025,https://boxd.it/DUHM
2026-04-26,20th Century Girl,2022,https://boxd.it/w9ea
2026-04-28,Buried,2010,https://boxd.it/1tXC
2026-04-29,5 Centimeters per Second,2007,https://boxd.it/16G4
2026-05-02,Serpico,1973,https://boxd.it/1ZjE
2026-05-02,Oldboy,2003,https://boxd.it/29R2
2026-05-03,Full Metal Jacket,1987,https://boxd.it/2a1Q
2026-05-07,The Time That Remains,2009,https://boxd.it/QP0
2026-05-08,Ritual,2000,https://boxd.it/14z6
2026-05-23,Sinners,2025,https://boxd.it/KQMM
2026-05-24,Five Nights at Freddy's 2,2025,https://boxd.it/KEvY
2026-05-24,The Super Mario Galaxy Movie,2026,https://boxd.it/KzPa
2026-05-25,Marty Supreme,2025,https://boxd.it/Off0
2026-05-29,Memoirs of a Geisha,2005,https://boxd.it/27TA
2026-06-01,Children of Men,2006,https://boxd.it/1Y2i
2026-06-04,Mickey 17,2025,https://boxd.it/q1Dk
2026-06-08,Rango,2011,https://boxd.it/QPk
2026-06-09,Barrio,1998,https://boxd.it/1hGY
2026-06-15,Rafa,2026,https://boxd.it/13GCq
2026-06-20,Jojo Rabbit,2019,https://boxd.it/iEBG
2026-06-21,The Amazing Digital Circus: The Last Act,2026,https://boxd.it/12cku
2026-06-28,Sicario,2015,https://boxd.it/8i7u
2026-06-29,La absoluta,2022,https://boxd.it/DGLq
2026-07-01,Juno,2007,https://boxd.it/210a
2026-07-02,12 Angry Men,1957,https://boxd.it/2auI
2026-07-08,Léon: The Professional,1994,https://boxd.it/2b8S
2026-07-10,mid90s,2018,https://boxd.it/fxIa
2026-07-13,Koyaanisqatsi,1982,https://boxd.it/1U9E
2026-07-13,The Phoenician Scheme,2025,https://boxd.it/H0Ca
2026-07-15,Cool Hand Luke,1967,https://boxd.it/29jY
2026-07-17,High and Low,1963,https://boxd.it/1RSc
2026-07-19,The Deer Hunter,1978,https://boxd.it/1T6O
2026-07-21,Companion,2025,https://boxd.it/F04o
2026-07-23,Sing Street,2016,https://boxd.it/cOo6
2026-07-28,In Whose Name?,2025,https://boxd.it/R9Sm
2026-08-04,The Odyssey,2026,https://boxd.it/QFQU
2026-08-05,Bullet Train,2022,https://boxd.it/qW26
2026-08-05,Pearl,2022,https://boxd.it/zPbe
2026-08-14,Bridge to Terabithia,2007,https://boxd.it/28YG
2026-08-17,Before Sunset,2004,https://boxd.it/2bcg
2026-08-17,The Damned United,2009,https://boxd.it/1ByU
2026-08-18,A Minecraft Movie,2025,https://boxd.it/zRro
2026-08-20,A Real Pain,2024,https://boxd.it/CjNG
2026-08-23,Steins;Gate,2011,https://boxd.it/psNE
2026-08-23,Steins;Gate: The Movie - Load Region of Déjà Vu,2013,https://boxd.it/6FF6
